Country Name,Indicator Name,Year,Value
Latin America & Caribbean,Total natural resources rents (% of GDP),1997,2.544187058
Latin America & Caribbean (excluding high income),Agricultural raw materials imports (% of merchandise imports),1997,1.919635395
Latin America & Caribbean (excluding high income),Agricultural raw materials exports (% of merchandise exports),1997,2.370754854
Latin America & Caribbean (excluding high income),Gross savings (% of GDP),1997,16.4079279
Latin America & Caribbean (excluding high income),Total natural resources rents (% of GDP),1997,1.880486665
Latin America & the Caribbean (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),1997,1.882316267
Latin America & the Caribbean (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),1997,2.83527867
Latin America & the Caribbean (IDA & IBRD countries),Gross savings (% of GDP),1997,17.4699664
Latin America & the Caribbean (IDA & IBRD countries),Total natural resources rents (% of GDP),1997,2.629648113
Least developed countries: UN classification,Agricultural raw materials imports (% of merchandise imports),1997,0
Least developed countries: UN classification,Agricultural raw materials exports (% of merchandise exports),1997,0
Least developed countries: UN classification,Gross savings (% of GDP),1997,0
Least developed countries: UN classification,Total natural resources rents (% of GDP),1997,9.574811361
Low & middle income,Agricultural raw materials imports (% of merchandise imports),1997,3.489268646
Low & middle income,Agricultural raw materials exports (% of merchandise exports),1997,2.501459954
Low & middle income,Gross savings (% of GDP),1997,29.42677506
Low & middle income,Total natural resources rents (% of GDP),1997,4.065092002
Low income,Agricultural raw materials imports (% of merchandise imports),1997,0
Low income,Agricultural raw materials exports (% of merchandise exports),1997,0
Low income,Gross savings (% of GDP),1997,0
Low income,Total natural resources rents (% of GDP),1997,18.88158452
Lower middle income,Agricultural raw materials imports (% of merchandise imports),1997,3.232790384
Lower middle income,Agricultural raw materials exports (% of merchandise exports),1997,2.935938875
Lower middle income,Gross savings (% of GDP),1997,26.7375143
Lower middle income,Total natural resources rents (% of GDP),1997,5.806695047
Middle East & North Africa,Agricultural raw materials imports (% of merchandise imports),1997,0
Middle East & North Africa,Agricultural raw materials exports (% of merchandise exports),1997,0
Middle East & North Africa,Gross savings (% of GDP),1997,25.60869837
Middle East & North Africa,Total natural resources rents (% of GDP),1997,17.11904932
Middle East & North Africa (excluding high income),Agricultural raw materials imports (% of merchandise imports),1997,3.841060291
Middle East & North Africa (excluding high income),Agricultural raw materials exports (% of merchandise exports),1997,1.343932289
Middle East & North Africa (excluding high income),Gross savings (% of GDP),1997,0
Middle East & North Africa (excluding high income),Total natural resources rents (% of GDP),1997,14.54317645
Middle East & North Africa (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),1997,3.841060291
Middle East & North Africa (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),1997,1.343932289
Middle East & North Africa (IDA & IBRD countries),Gross savings (% of GDP),1997,0
Middle East & North Africa (IDA & IBRD countries),Total natural resources rents (% of GDP),1997,14.67096621
Middle income,Agricultural raw materials imports (% of merchandise imports),1997,3.50738578
Middle income,Agricultural raw materials exports (% of merchandise exports),1997,2.393167454
Middle income,Gross savings (% of GDP),1997,29.52712103
Middle income,Total natural resources rents (% of GDP),1997,3.700348242
North America,Agricultural raw materials imports (% of merchandise imports),1997,1.832380261
North America,Agricultural raw materials exports (% of merchandise exports),1997,3.77524275
North America,Gross savings (% of GDP),1997,20.77789645
North America,Total natural resources rents (% of GDP),1997,0.909896627
Not classified,Agricultural raw materials imports (% of merchandise imports),1997,0
Not classified,Agricultural raw materials exports (% of merchandise exports),1997,0
Not classified,Gross savings (% of GDP),1997,0
Not classified,Total natural resources rents (% of GDP),1997,0
OECD members,Agricultural raw materials imports (% of merchandise imports),1997,2.463237079
OECD members,Agricultural raw materials exports (% of merchandise exports),1997,2.256706526
OECD members,Gross savings (% of GDP),1997,23.20606732
OECD members,Total natural resources rents (% of GDP),1997,0.572863347
Other small states,Agricultural raw materials imports (% of merchandise imports),1997,0
Other small states,Agricultural raw materials exports (% of merchandise exports),1997,0
Other small states,Gross savings (% of GDP),1997,0
Other small states,Total natural resources rents (% of GDP),1997,9.511365966
Pacific island small states,Agricultural raw materials imports (% of merchandise imports),1997,0
Pacific island small states,Agricultural raw materials exports (% of merchandise exports),1997,0
Pacific island small states,Gross savings (% of GDP),1997,16.53178479
Pacific island small states,Total natural resources rents (% of GDP),1997,1.568562399
Post-demographic dividend,Agricultural raw materials imports (% of merchandise imports),1997,2.35806072
Post-demographic dividend,Agricultural raw materials exports (% of merchandise exports),1997,2.066570887
Post-demographic dividend,Gross savings (% of GDP),1997,23.54506488
Post-demographic dividend,Total natural resources rents (% of GDP),1997,0.499270304
Pre-demographic dividend,Agricultural raw materials imports (% of merchandise imports),1997,0
Pre-demographic dividend,Agricultural raw materials exports (% of merchandise exports),1997,0
Pre-demographic dividend,Gross savings (% of GDP),1997,0
Pre-demographic dividend,Total natural resources rents (% of GDP),1997,13.05377879
Small states,Agricultural raw materials imports (% of merchandise imports),1997,0
Small states,Agricultural raw materials exports (% of merchandise exports),1997,0
Small states,Gross savings (% of GDP),1997,0
Small states,Total natural resources rents (% of GDP),1997,7.780124916
South Asia,Agricultural raw materials imports (% of merchandise imports),1997,3.571060272
South Asia,Agricultural raw materials exports (% of merchandise exports),1997,2.115926859
South Asia,Gross savings (% of GDP),1997,25.99016687
South Asia,Total natural resources rents (% of GDP),1997,1.851573104
South Asia (IDA & IBRD),Agricultural raw materials imports (% of merchandise imports),1997,3.571060272
South Asia (IDA & IBRD),Agricultural raw materials exports (% of merchandise exports),1997,2.115926859
South Asia (IDA & IBRD),Gross savings (% of GDP),1997,25.99016687
South Asia (IDA & IBRD),Total natural resources rents (% of GDP),1997,1.851573104
Sub-Saharan Africa,Agricultural raw materials imports (% of merchandise imports),1997,1.688375904
Sub-Saharan Africa,Agricultural raw materials exports (% of merchandise exports),1997,7.653280271
Sub-Saharan Africa,Gross savings (% of GDP),1997,25.32702038
Sub-Saharan Africa,Total natural resources rents (% of GDP),1997,8.971823487
Sub-Saharan Africa (excluding high income),Agricultural raw materials imports (% of merchandise imports),1997,1.688596379
Sub-Saharan Africa (excluding high income),Agricultural raw materials exports (% of merchandise exports),1997,7.667210182
Sub-Saharan Africa (excluding high income),Gross savings (% of GDP),1997,25.33217654
Sub-Saharan Africa (excluding high income),Total natural resources rents (% of GDP),1997,8.984304162
Sub-Saharan Africa (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),1997,1.688375904
Sub-Saharan Africa (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),1997,7.653280271
Sub-Saharan Africa (IDA & IBRD countries),Gross savings (% of GDP),1997,25.32702038
Sub-Saharan Africa (IDA & IBRD countries),Total natural resources rents (% of GDP),1997,8.971823487
Upper middle income,Agricultural raw materials imports (% of merchandise imports),1997,3.604156548
Upper middle income,Agricultural raw materials exports (% of merchandise exports),1997,2.261491945
Upper middle income,Gross savings (% of GDP),1997,30.35826302
Upper middle income,Total natural resources rents (% of GDP),1997,2.96710448
World,Agricultural raw materials imports (% of merchandise imports),1997,2.708536794
World,Agricultural raw materials exports (% of merchandise exports),1997,2.243024622
World,Gross savings (% of GDP),1997,25.69456471
World,Total natural resources rents (% of GDP),1997,1.464291322
,,1997,
,,1997,
,,1997,
Data from database: World Development Indicators,,1997,
Last Updated: 05/25/2022,,1997,
"Iran, Islamic Rep.",Agricultural raw materials imports (% of merchandise imports),1998,2.332310829
"Iran, Islamic Rep.",Agricultural raw materials exports (% of merchandise exports),1998,0.897449481
"Iran, Islamic Rep.",Gross savings (% of GDP),1998,29.40671921
"Iran, Islamic Rep.",Total natural resources rents (% of GDP),1998,12.63780659
Afghanistan,Agricultural raw materials imports (% of merchandise imports),1998,0
Afghanistan,Agricultural raw materials exports (% of merchandise exports),1998,0
Afghanistan,Gross savings (% of GDP),1998,0
Afghanistan,Total natural resources rents (% of GDP),1998,0
Albania,Agricultural raw materials imports (% of merchandise imports),1998,1.463221696
Albania,Agricultural raw materials exports (% of merchandise exports),1998,8.756114179
Albania,Gross savings (% of GDP),1998,17.33743597
Albania,Total natural resources rents (% of GDP),1998,0.321535422
Algeria,Agricultural raw materials imports (% of merchandise imports),1998,2.62514323
Algeria,Agricultural raw materials exports (% of merchandise exports),1998,0.109522445
Algeria,Gross savings (% of GDP),1998,0
Algeria,Total natural resources rents (% of GDP),1998,11.68871588
American Samoa,Agricultural raw materials imports (% of merchandise imports),1998,0
American Samoa,Agricultural raw materials exports (% of merchandise exports),1998,0
American Samoa,Gross savings (% of GDP),1998,0
American Samoa,Total natural resources rents (% of GDP),1998,0
Andorra,Agricultural raw materials imports (% of merchandise imports),1998,0.522128313
Andorra,Agricultural raw materials exports (% of merchandise exports),1998,0.939972999
Andorra,Gross savings (% of GDP),1998,0
Andorra,Total natural resources rents (% of GDP),1998,0
Angola,Agricultural raw materials imports (% of merchandise imports),1998,0
Angola,Agricultural raw materials exports (% of merchandise exports),1998,0
Angola,Gross savings (% of GDP),1998,0
Angola,Total natural resources rents (% of GDP),1998,18.52994657
Antigua and Barbuda,Agricultural raw materials imports (% of merchandise imports),1998,0
Antigua and Barbuda,Agricultural raw materials exports (% of merchandise exports),1998,0
Antigua and Barbuda,Gross savings (% of GDP),1998,21.21390989
Antigua and Barbuda,Total natural resources rents (% of GDP),1998,0
Argentina,Agricultural raw materials imports (% of merchandise imports),1998,1.498158665
Argentina,Agricultural raw materials exports (% of merchandise exports),1998,2.143411021
Argentina,Gross savings (% of GDP),1998,16.12973433
Argentina,Total natural resources rents (% of GDP),1998,0.824825665
Armenia,Agricultural raw materials imports (% of merchandise imports),1998,0
Armenia,Agricultural raw materials exports (% of merchandise exports),1998,0
Armenia,Gross savings (% of GDP),1998,0.756174308
Armenia,Total natural resources rents (% of GDP),1998,0.114669585
Aruba,Agricultural raw materials imports (% of merchandise imports),1998,0
Aruba,Agricultural raw materials exports (% of merchandise exports),1998,0
Aruba,Gross savings (% of GDP),1998,27.07337286
Aruba,Total natural resources rents (% of GDP),1998,0.000848487
Australia,Agricultural raw materials imports (% of merchandise imports),1998,1.205657577
Australia,Agricultural raw materials exports (% of merchandise exports),1998,7.105342082
Australia,Gross savings (% of GDP),1998,21.64349857
Australia,Total natural resources rents (% of GDP),1998,1.813924185
Austria,Agricultural raw materials imports (% of merchandise imports),1998,2.438656238
